1981-01-01
"Air temperature"	"Precipitation"
5.64	0.32
7.30	1.46
6.27	0.08
5.30	19.3
1.83	16.92
2.90	2.42
3.96	0.46
0.76	0.72
0.84	1.48
0.07	1.12
-0.27	1.08
0.53	0.14
-0.33	1.44
-0.19	3.9
0.82	3.2
1.36	10
1.37	5.36
1.80	1.88
-0.13	0.28
1.39	9.24
2.79	17.64
2.88	2.5
5.81	0.96
7.41	0
6.89	0.02
8.42	2.94
5.98	0.38
4.41	0.1
4.82	0
3.02	2.98
5.15	0.06
5.45	0
5.36	1.04
5.49	1.2
5.75	0.1
3.31	0
3.64	0.18
8.19	1.68
5.51	1.72
4.65	0.12
4.26	4.04
2.14	8.26
3.19	4.18
4.62	0.66
6.52	1.24
5.59	2.1
5.35	7.38
6.97	1.9
4.01	2.62
7.52	0.1
6.04	0.34
7.07	4.92
5.03	7.04
5.90	0.5
7.03	0
10.60	0
6.19	5.26
5.31	0.16
5.77	0
9.77	0
7.47	0
7.88	0
6.84	0
8.80	0
10.95	0
13.52	0
12.87	0
9.26	0
7.68	4.94
7.79	6.36
9.05	2.56
8.41	1.14
8.16	0.1
10.12	0
11.85	0
13.66	0
15.03	0
12.86	0
12.20	0
15.17	0
14.05	0.08
15.04	0.16
13.23	0.04
11.05	2.56
10.70	0.92
11.38	4.98
7.53	2
8.96	0
12.85	0.36
11.76	0.26
9.73	3.3
6.62	3.22
7.10	4.62
7.69	2.34
7.28	0.04
9.90	0
10.24	0
10.65	0.96
8.43	2.38
7.29	5.26
8.50	0.38
8.92	0.2
8.17	1.94
13.13	0.6
13.56	0.02
11.98	0
12.79	0
13.11	0
15.32	0
15.56	0.3
11.79	7.52
13.84	0.44
13.76	1
13.47	0.06
15.70	0
15.34	0
19.88	2.8
19.24	0.26
17.66	0.06
17.10	0
15.28	0.86
14.20	2.28
15.58	0.04
13.28	0.24
12.28	8.7
10.72	9.34
12.12	6.02
10.26	4.98
9.07	0.4
10.12	2.66
10.01	8.02
8.86	2.4
10.03	1.78
10.96	0.12
11.38	2.76
13.01	1.26
15.65	0.26
11.54	0.12
13.24	0.88
12.11	0.38
15.03	0.38
17.06	5.92
15.98	0.06
18.87	0
13.10	0.46
11.09	0.1
12.43	3.52
14.31	6.88
14.64	0.66
12.03	12
10.74	3.92
11.17	0.8
11.46	0.52
11.33	0.2
10.68	0.74
10.50	2.32
11.56	1.06
15.09	1.54
17.03	0.28
17.34	0.16
17.59	10.86
13.48	9.52
13.19	0.12
13.35	13.18
13.70	34.04
13.98	0
13.07	0.34
12.18	0
12.72	0
12.81	0
13.27	0.14
12.77	0.02
10.84	0.12
11.50	0.02
14.22	0.64
13.33	14.32
13.34	0.04
10.89	0.94
13.81	0.02
12.26	2.86
11.18	0.34
10.26	0
10.24	1.64
11.78	14.7
8.74	3.3
8.90	0.7
10.54	0.98
13.43	0.12
12.49	5.14
9.65	1.48
10.28	2.68
9.89	1.34
9.59	1.86
8.04	0.28
8.82	0.12
9.71	1.74
10.12	7.24
9.79	0.42
11.09	0.34
8.47	0.8
11.25	2.72
10.20	0.22
8.02	0
7.83	1.44
10.15	1.6
12.87	2.64
10.86	10.44
12.01	0.56
13.02	0.16
10.96	0
10.10	0.38
12.69	6.44
12.18	0.86
12.05	21.62
10.30	15.86
11.62	1.94
10.37	1.22
12.90	0.04
14.48	0.86
11.49	0.02
9.69	4.68
11.93	2.48
7.53	1.06
10.74	4.58
11.16	6.78
7.21	4.64
8.59	31.4
11.39	10.96
9.79	4.24
10.24	7.54
10.99	0.06
9.13	0.78
9.28	0
9.27	0
8.29	0
10.24	3.16
11.75	7.92
6.19	1.28
7.32	0.02
10.83	0.18
7.58	0.02
7.20	1.02
3.59	5.8
3.30	4.02
3.90	6.6
0.36	8.62
3.79	1.56
5.61	0.18
9.39	2.14
3.98	0.18
2.12	0.34
5.41	0.26
7.30	0.02
5.55	0
5.95	0.48
4.82	1.02
6.18	0.44
5.92	0.6
6.86	1.78
1.50	1.14
5.06	1.06
7.00	0.04
8.20	0
2.01	1.86
1.78	0.62
4.12	0.82
4.20	5.02
8.23	16.34
5.82	0.12
1.32	0.12
4.17	15.8
5.05	0
-0.08	0.02
1.54	0.52
3.78	0
9.24	1.18
6.31	0
0.17	0
0.90	0
2.10	0
0.05	0.12
0.86	2.94
3.20	1.46
2.99	0.34
2.70	0.28
2.54	0.1
1.91	2.04
2.20	12.5
0.86	6.3
-0.02	8.6
2.00	3.7
5.18	5.04
-0.29	3.32
-2.01	7.24
-0.26	11.58
-0.10	4.88
-2.91	1.08
-2.28	0.7
-2.22	1.44
-0.65	0.04
-4.44	0
-4.16	0.1
2.40	0
0.33	0
1.87	0
3.18	0
2.51	0.22
2.47	0
0.24	0.1
2.85	0.9
4.87	0.28
7.48	0
6.36	0.08
3.17	0
5.31	0.18
5.31	0.08
2.29	0.74
4.40	1.58
5.28	8.38
7.10	1.34
6.57	1.76
3.61	20.7
1.44	0.88
-0.51	7.54
-0.20	7.14
3.37	5.68
4.03	3.26
2.12	9.8
3.63	0.32
3.12	5.44
5.24	9.94
5.89	1.14
3.59	8.9
2.02	1.3
3.69	2.88
1.93	1.28
4.46	2.2
5.60	1.68
5.32	0.08
4.86	3.84
4.68	3.02
3.11	2.36
2.12	0.98
0.39	0.08
3.49	0
5.30	3.74
4.82	0.18
2.21	5.74
1.69	7.32
2.04	3.38
3.53	4.2
1.80	0.5
0.00	1.2
-0.52	0.94
-0.32	5.16
2.34	3.22
0.74	2.56
1.73	3.12
1.27	3.04
3.00	0.42
5.84	0.46
7.11	0.72
4.46	3.28
7.64	3.62
5.70	1.4
7.41	2
3.04	1.72
1.61	4.68
3.12	0.22
2.67	0.06
1.48	0.28
1.26	0.58
2.33	1.96
4.82	0.38
6.82	0.22
6.75	1.12
2.76	0.1
0.50	3.64
2.05	8.14
3.11	0.28
4.61	0
7.10	0
7.64	0
4.10	0
7.54	0
9.75	0.08
5.57	0
4.91	0.04
7.55	0
10.23	1.56
4.21	1.32
9.14	0
7.80	0
6.42	0
7.05	0
5.49	0
4.85	0.88
6.32	0.58
7.57	0
6.46	4.98
5.00	0.28
3.69	0.24
4.57	2.78
5.27	0
4.06	0.04
6.46	0
7.09	0
6.42	0
5.89	0.3
11.07	0.52
13.04	0.02
12.27	0
10.19	0
9.83	0.72
8.60	0.88
5.32	0.12
2.42	7.5
3.58	0.66
5.09	3.62
5.83	1.74
5.69	10.08
5.82	1.4
7.60	0.26
7.27	0
7.55	0
10.73	1.6
10.50	0.02
7.84	0.12
10.73	0.08
9.97	0
6.33	1.3
8.75	4.12
11.49	0.18
11.08	2.12
12.30	0.2
9.12	0
9.00	3.34
9.85	0.26
11.19	4.14
12.55	12.36
12.55	3.5
11.92	1.28
10.45	6.44
10.32	0.44
9.20	8.92
8.63	4.52
8.99	5.98
12.07	0.78
9.20	0.16
10.52	0.28
11.28	0.08
12.99	2.74
13.03	1.12
7.66	0.54
11.52	4.28
14.67	0.04
13.96	7.76
12.71	1.04
11.70	6.48
9.75	2.16
11.02	9.22
8.71	4.14
9.67	7.76
10.26	2.84
13.04	0.52
12.93	1.4
15.17	0.08
14.38	0.02
13.62	0
11.03	3.68
11.46	0.14
13.89	1.46
12.68	0.84
12.21	0.22
12.56	0.04
13.15	2.36
10.59	1.72
11.71	0.16
13.74	2.94
12.06	8.06
10.60	10.6
11.84	5.28
11.29	0.14
10.74	5.4
11.03	0.7
10.68	0.18
10.90	3.52
12.77	0.22
11.41	0.02
12.17	0.04
11.11	8.62
10.81	0.62
11.84	0
13.90	0.54
16.75	0.08
13.67	3.72
12.64	5.42
14.10	7.94
11.89	33.26
10.75	16.48
12.35	0.42
13.08	12.44
11.95	1.2
13.10	0.32
14.16	1.14
15.12	0.4
16.10	0
18.00	14.2
14.68	3.86
17.23	10.18
17.43	0.16
17.31	0.02
14.42	12.42
16.11	16.52
17.93	0.24
17.98	0.1
16.40	8.08
17.49	12.52
13.36	1.86
11.60	2.84
13.23	2.02
12.28	8.08
14.76	0
16.83	0
14.00	1.66
16.40	0.04
12.07	0
13.18	0.32
16.85	2.88
14.04	5.56
13.45	4
13.39	0
11.47	1.32
13.30	12.9
14.58	0.62
13.65	0
12.80	0
13.56	2.68
16.59	0
15.92	4.36
11.27	13.08
10.86	0.1
9.29	0.26
15.92	0
11.11	0
13.05	1.48
11.54	0.36
9.73	0.28
9.75	21.5
11.30	11.08
12.51	1.76
14.75	0.14
11.64	0.04
11.52	0
14.32	0.1
12.63	0.12
13.31	0.1
12.34	0.26
11.21	0
10.58	0
11.35	0.38
10.34	0
11.87	1.08
10.25	0.04
8.33	0
9.59	0.08
8.28	1.46
10.37	0
10.41	0
9.50	0
10.89	2.26
14.25	1.14
12.88	0
11.85	1.32
10.55	0.18
7.75	0.9
10.53	0.42
9.05	0.14
7.92	0.8
8.89	2.04
10.06	1.9
9.51	4.28
9.39	11.54
7.59	40
7.73	19.78
6.78	8.32
5.35	3.02
3.61	0.86
4.95	12.78
3.33	7.16
2.28	0.4
1.33	5.22
1.91	35.72
3.86	48.32
3.23	0.5
3.04	3.58
2.18	15.62
4.29	14.5
2.97	3.94
3.87	0
2.52	0
3.36	0
5.27	1.56
6.09	5.28
8.22	21.36
7.41	0.18
7.26	0
8.81	0.26
8.19	0
4.41	0.02
5.21	1.44
3.19	1.46
3.50	0.78
6.11	1.32
4.10	3.48
2.75	6.38
4.30	45.96
4.40	9.1
4.45	2.28
2.22	0
2.00	0
3.52	1.78
6.57	37.26
7.01	40.18
7.46	21.76
7.01	10.16
7.38	0.96
3.90	0.2
5.64	4.78
7.12	10.64
7.61	0.68
5.01	0.2
3.76	5.44
6.43	15.96
5.74	23.2
6.35	8.12
5.61	2.82
5.32	4.54
5.25	3.08
2.79	2.52
2.88	0.58
3.22	0.48
1.27	1.06
1.55	2.24
1.50	0.44
2.43	8.98
2.37	0.6
1.18	3.32
1.17	0.42
-0.75	0
-0.04	0.04
-2.54	0
-1.89	0.08
1.62	1.28
3.47	0.6
4.86	17.5
7.89	2.7
7.96	1.26
4.90	7.84
6.31	2.02
6.19	0.66
4.62	3.06
2.63	0
0.06	0.28
0.42	12.02
0.64	5.46
-2.34	3.28
-2.68	0.68
-1.74	0.4
-3.93	0.3
-6.14	0.12
-4.22	0.34
-0.02	0
1.48	0.04
0.72	0.04
3.35	0.98
7.49	0
8.95	0.34
5.84	2.66
6.23	1.58
6.11	0.92
3.84	0.78
3.43	0.08
0.98	7.18
1.80	4.6
1.94	11.88
4.10	0.08
5.43	0.26
6.71	1.98
10.17	0
9.44	1.44
3.08	8.6
1.05	6.82
-2.49	2.68
-0.84	0.96
0.65	1.78
-0.08	0.44
-0.87	4.9
-0.73	0.12
-0.53	0.04
-0.06	0.04
3.68	0
5.38	0.88
4.50	0.08
0.33	0.7
4.16	0
3.84	0
0.49	0.22
0.34	0.06
-0.93	0
-1.15	0
1.71	0
0.08	0
1.53	0
2.55	0
2.31	0
0.61	0.08
4.43	1
4.62	0.08
3.72	0
4.80	0
2.41	0.16
4.79	3.58
5.60	15.04
5.17	0.08
2.81	0.32
4.93	1
6.29	0.2
4.37	0.06
5.52	3.08
6.39	0.04
7.05	0.44
6.95	0.38
7.93	4.38
3.85	0
2.41	0
4.08	0
3.81	0.04
4.43	0.06
4.33	0
3.59	0
6.49	0.04
4.31	0
7.74	0
7.43	0
6.38	0
7.79	0
6.57	0.04
5.78	0
7.38	0.06
7.71	0
6.98	0.1
7.38	0
5.34	2.24
6.12	4.36
4.86	1.1
8.51	0.1
10.29	0
7.65	0
7.79	0
7.09	0
5.38	0
6.33	0.04
3.90	0
5.43	0
7.09	0.14
4.21	0
8.25	0.04
11.00	0
11.70	0.04
10.34	0
9.64	0
5.58	0
6.71	0
4.20	24.06
9.92	0.38
7.21	0.12
5.37	0.12
7.90	5.24
8.84	0.38
10.67	0.12
6.44	11.78
9.86	1.08
4.59	12.24
6.00	22.1
6.22	9.82
8.22	2.78
9.59	1.98
8.66	0.7
9.72	0.06
8.29	5.12
9.53	0.2
6.62	0.28
6.57	0.2
8.33	1.5
7.39	0.36
5.86	8.66
7.71	0.94
5.35	0
6.19	11.46
9.91	11.24
11.18	3.58
9.00	7.74
10.32	6.54
10.42	5.04
11.70	0.44
11.03	5.2
9.58	7.44
10.46	5.36
10.32	0
10.36	0
13.84	0.78
15.13	0.06
13.50	0.14
14.49	0
15.07	0
14.71	0
11.00	0.06
14.60	3.88
11.01	0.1
15.01	0
12.40	0.24
11.47	2.46
12.91	1.98
14.04	1.44
13.12	0.98
12.62	0.52
13.40	0.04
12.87	0.08
14.50	0
13.55	0
14.22	8.34
13.61	0.02
13.48	0.02
12.17	0
12.63	1.48
11.76	2
12.41	0.92
14.53	0
13.32	0
14.78	0
13.31	1.1
16.15	0.04
12.91	0
13.75	6.6
14.05	0.14
14.04	0
14.54	0.24
15.34	0
12.80	1.08
13.71	0.14
15.02	3.66
13.60	0.04
15.40	0
18.55	0.06
14.67	0
15.46	0
14.43	0
16.81	0
16.03	0
18.35	0
19.33	1.4
17.20	5.02
16.68	3.66
15.59	1.72
14.51	1.68
15.66	0.24
13.64	0.16
17.03	0.1
16.50	5.34
14.54	0.16
12.84	0.58
12.44	3.62
15.48	1.92
15.17	1.28
15.08	2.64
15.33	0
12.91	0
13.25	0
17.68	0
15.71	0.16
20.37	0.04
19.99	0
18.57	0
18.88	0.52
18.05	1.2
15.94	0
16.20	0
15.92	0.24
14.76	0
12.51	0
12.83	0
14.03	1.3
16.55	0.12
14.62	0.02
14.40	2.92
15.45	0.14
15.06	0.02
15.40	0
12.85	0
13.74	0.04
13.13	0
10.79	1.72
10.23	4.54
11.15	3.18
10.00	1.56
10.30	0.58
11.75	0
13.23	0
13.09	0
13.40	0
12.76	0.16
12.11	3.04
10.90	2.2
12.91	0.02
10.37	2.76
10.58	0.06
9.32	0.4
11.66	0.32
14.73	0
16.74	0.1
14.70	0
13.60	0
17.28	0
14.57	0.4
10.49	1.74
9.97	1.36
8.84	3.64
8.51	1.8
6.24	0.36
6.12	0.04
11.75	2.44
10.26	0.12
7.51	1.92
7.48	0.76
8.49	1.44
7.85	0.04
8.42	0.02
8.46	0.1
9.40	1.76
5.29	3.68
5.97	1.26
7.11	2.36
7.46	0.24
8.52	1.8
11.11	0
10.31	0.18
7.81	0
8.67	0.08
10.18	0
10.87	0
8.69	0
6.41	0.18
6.65	0.08
3.27	2.02
4.21	2.88
2.80	2.32
2.09	1.28
-0.12	8.2
3.65	1.78
3.70	1.74
5.19	6.9
6.64	0.04
8.57	0.16
8.26	0
4.67	0.14
3.67	2.12
5.11	8.08
3.96	1.5
5.65	0.38
6.06	0.1
6.11	0.9
9.89	0.02
10.40	0
9.46	0
7.47	8.1
6.94	1.62
8.22	0.02
7.48	9.84
9.32	0.32
4.46	4.02
5.48	7.5
6.46	0.12
6.31	0.26
7.44	0.2
9.54	3.14
6.67	0.28
4.93	1
2.17	0.14
1.87	0.06
-0.48	0.06
1.12	4.34
1.02	5.58
4.03	0.26
3.53	0
4.11	2.74
4.02	15.24
3.73	0.32
2.12	1.78
4.09	1.82
6.79	0.12
5.56	0.1
7.12	0.2
3.60	0
-1.10	0.04
-2.17	0.04
0.58	0.08
5.73	1.36
1.34	0
3.22	1.02
4.11	0.94
3.87	2.7
2.17	0.68
2.75	1.08
6.20	0.04
4.60	0.14
2.49	0.32
0.47	27.56
0.54	8.16
1.52	1.04
4.49	1.92
6.66	1.04
6.69	0.68
3.06	7.28
2.07	4.16
0.86	10.28
-1.99	0
-3.95	0
-3.57	12.76
0.99	1.48
1.05	0.78
2.01	0.3
1.32	0.98
4.13	0.16
4.83	0.66
3.60	4.46
5.87	16.74
4.29	0.1
3.93	2.92
2.21	0.14
2.66	0.1
1.57	0.08
0.99	0.08
0.66	1.52
0.14	6.16
1.22	0.48
2.81	5.28
6.93	4.66
6.83	3.94
4.35	1.94
6.50	0.08
3.84	1.64
3.00	0
2.02	0.42
0.12	4.28
-1.35	5.96
-2.19	5.46
-0.56	2.32
1.61	1.64
-0.55	0.56
1.05	0.68
5.41	2.1
9.37	0.44
9.27	2.2
7.08	1.92
5.12	1.06
2.62	9.32
-1.75	2.06
2.78	0.58
5.42	0
9.56	0
3.87	0.04
2.97	0.76
3.87	0.18
3.61	0
3.29	0.2
4.17	0.06
3.42	0
1.30	0
-1.01	0.18
-0.25	0.98
-0.34	1.76
2.23	1.68
1.24	3
-1.80	9.08
-1.89	14.44
-1.38	14.04
-1.21	5.1
-1.70	0
-1.61	0.08
-2.31	0
0.00	2.88
2.87	0.42
3.97	0.48
3.42	5.74
4.38	0.24
3.93	0
0.10	0.8
0.31	1.94
1.25	2.38
2.35	0.88
3.65	0.1
4.46	1.82
8.63	0.06
9.88	0.12
8.53	0.14
5.63	1.46
3.64	5.06
3.39	4.24
4.37	0.72
4.53	2.08
3.01	6.08
3.78	2.78
4.72	3.8
7.84	0.06
6.64	1.68
7.46	0.2
5.66	0
8.09	0
5.02	0
5.10	12.06
6.67	13.82
7.28	4.3
5.12	0.16
4.66	1.66
4.58	5.62
5.14	2.28
6.36	1.88
8.95	0.9
6.36	0
8.29	2.6
8.72	2.92
7.29	0.14
10.93	0.36
8.14	1.46
5.05	1.36
3.22	2.62
5.53	23.04
7.02	0.88
8.19	4.48
9.17	0.66
10.19	0.32
6.84	1.38
12.08	0
12.60	0
9.94	7.9
8.70	0.22
7.90	6.04
6.11	14.18
7.25	2.12
10.69	0
10.43	0
6.82	3.08
5.91	7.36
6.25	7.42
8.41	0.06
9.05	2.14
11.08	1.76
13.90	0.12
12.56	0.02
10.91	0
9.41	0
10.78	0.64
11.58	0
13.80	0
14.43	0
11.53	0.08
11.09	0
11.84	0.1
8.25	14.3
5.98	3.14
8.73	0
9.93	0.46
10.19	1.04
8.59	0
6.75	0.04
7.94	0
8.63	0.72
13.09	0.54
12.32	0.18
13.14	0.1
9.92	2.74
12.86	2.28
14.32	0.44
12.39	0.02
14.13	0.56
15.83	0
13.53	0.22
11.86	1
15.56	0.36
14.43	1.8
13.27	4.34
14.74	0
13.68	0
19.37	1.24
14.16	0.76
11.17	5.96
11.44	1.52
8.46	3.62
7.07	1.96
9.05	0.9
10.15	3.24
10.99	1.58
9.58	32.08
9.72	4.84
12.02	0.06
9.47	1.56
15.21	3.74
11.86	0
12.69	1.68
14.98	1.36
11.78	0.2
9.73	0.4
11.40	8.14
10.33	2.56
10.20	10.42
10.66	7.24
11.04	5.84
8.17	0
9.86	4.82
9.85	2.68
11.01	0.04
11.22	0.02
12.28	0.02
15.09	0
12.73	1.76
12.11	0.62
12.60	0.62
11.62	0
11.03	4.64
12.00	0.24
16.78	0
13.65	0.14
12.27	0.14
12.56	1.24
13.31	0
12.84	0
14.72	3.76
16.05	0.12
16.94	2.46
15.06	0
16.01	0.68
15.95	0
14.63	0
16.91	15.06
16.93	1.06
16.26	6.3
18.31	0.04
16.20	0
16.84	0
17.76	6.2
18.97	3.1
16.53	24.48
17.03	0.18
15.75	0
14.97	0.04
15.95	3.7
14.08	3.68
14.82	17.92
14.06	45.28
15.17	2.84
11.85	0.74
9.93	0.5
9.38	2.34
11.40	10.56
13.05	10.38
13.13	2.2
10.84	1.9
13.25	0.1
12.27	0.28
12.74	5.88
11.00	2
11.19	0.04
9.92	0
13.94	0
14.95	0.06
19.01	0
16.54	2.04
13.03	0
12.00	0.06
10.84	0.04
11.63	0
12.00	0.28
13.23	1.02
12.58	1.88
9.92	1.32
10.15	2.66
9.50	0.98
9.04	0.76
11.73	1.08
12.57	0
10.58	0.46
11.42	0.82
10.72	0.08
9.46	0.32
10.20	3.76
10.24	1.18
9.73	0
13.08	0
8.28	4.62
10.78	2.34
7.71	2.48
9.70	1.88
9.64	1.94
9.82	0.24
8.61	12.66
8.57	3.16
8.76	0.44
9.29	2.78
8.95	3.06
7.30	0.22
6.47	0.22
7.13	0.56
6.40	0.42
8.24	10.38
10.78	8.04
10.24	17.68
8.77	22.3
7.50	10.42
8.14	0.34
6.32	0.12
5.75	6.64
4.50	14.64
6.05	1.74
8.54	0.06
6.73	0.18
6.82	17.82
7.49	0.7
3.13	0.08
4.64	10.02
8.77	10.78
9.38	13.94
9.33	0.14
6.39	0
7.44	0.04
4.53	2.6
7.89	0.18
5.74	2.14
6.21	0.3
8.49	4.04
10.90	0.22
8.03	0.56
5.73	2.74
4.74	1.32
7.49	2.6
5.76	2.04
5.04	0.08
5.95	0.04
9.90	1.64
4.98	2.98
5.83	2.66
1.03	0.5
-0.65	0.12
-0.63	0.08
1.29	7.48
5.74	5.74
6.82	0.9
7.31	0.06
8.08	0.04
6.90	0.14
3.94	14.68
3.62	0.86
1.45	0.12
3.35	0
0.18	0.06
1.39	0.38
3.48	0.16
6.19	0.1
8.16	0
7.09	0.02
5.09	0.04
3.51	0
8.04	0
7.61	0
2.04	0.04
2.91	0.04
4.89	0
8.37	12.76
3.91	0.12
4.19	2.38
0.67	0.86
-0.19	0.6
-3.08	0
-2.41	0
3.30	0.2
5.67	4.56
6.38	5.76
0.40	2.42
-1.08	2.88
1.53	0.76
3.07	0.3
1.19	0.74
5.32	0.14
8.10	0.66
1.42	1
2.75	2.56
2.70	1.18
4.83	0.1
5.99	0.26
4.33	2.6
6.63	3.24
6.43	12.66
2.21	4.02
6.15	1.02
5.22	0.02
6.57	5.86
3.04	1.54
1.89	0.02
1.17	0.02
6.93	0.28
7.64	0.04
4.88	0.3
-0.10	0.86
3.26	3.78
2.62	5.18
1.74	0.26
-0.03	1.22
-0.96	0.3
1.37	2.1
3.56	4.18
5.02	0.8
5.09	0.8
4.57	1.18
6.62	0
4.57	0.48
7.17	2.74
7.56	0.06
6.62	0.04
4.43	0.04
4.17	1.38
3.19	1.06
3.02	0.24
1.12	0.5
4.78	0.02
6.28	3.14
2.55	0.42
2.46	8.3
2.67	8.34
1.45	5.5
1.65	1.7
3.10	0
2.02	0.08
3.65	1.08
3.81	2.44
-0.32	4.66
-0.34	8.3
-0.15	3.38
0.48	5.56
-1.14	3.16
0.12	1.64
1.65	2.06
2.19	0.2
2.62	0.12
2.38	11.76
1.42	9.74
-0.49	4.58
0.78	2.52
0.96	1.92
2.17	0.94
0.76	0.36
3.56	0
5.09	0.2
4.58	3.68
2.83	3.4
2.65	1.74
1.38	0.26
-0.05	0.22
1.31	5.12
6.14	0.7
8.15	0.42
11.24	0.06
12.70	0.58
9.98	0
8.28	0
6.97	1.38
7.95	1.22
10.59	0
8.87	0.08
8.60	0.16
7.27	4.38
5.28	3.28
4.90	3.3
4.18	4.3
4.78	0.14
5.65	0
7.80	0.1
8.75	0.12
9.74	0.16
4.30	0.32
6.59	1.38
8.07	6.2
1.02	19.72
1.19	5.06
3.55	0.44
8.33	0
11.43	0.04
6.16	0
3.35	0.06
4.42	7.06
4.30	5.98
4.94	0.94
5.67	10.5
6.90	15.06
7.05	0.3
5.58	0
6.27	0
5.46	0
4.80	0
5.55	0
5.93	0.04
4.22	2.4
6.83	7.78
6.00	4.52
10.66	0
10.14	0.88
9.68	4.94
11.53	0.14
12.06	6.64
8.52	0.08
10.75	3.6
8.24	2.04
5.67	2.12
6.04	3.5
5.21	3.06
6.08	0.14
6.99	0.82
7.47	0.1
7.11	0.04
8.22	0
11.38	1.4
5.13	0.44
3.95	0.88
3.59	3.4
9.03	5.6
10.17	7.1
8.95	0.16
7.02	4.38
7.31	2.14
8.86	0.5
8.97	1.2
13.02	0.02
8.27	9.14
8.91	2.34
9.60	0.32
8.23	3.02
7.52	0.68
7.79	8.4
11.11	2.3
14.00	7.46
11.29	1.82
8.16	0.8
7.21	0.04
9.02	0
15.95	0
15.21	0
9.04	0
10.70	1.64
8.02	7.72
8.71	7.62
10.04	7.12
11.09	1.06
12.23	0.18
15.22	0
18.49	3.76
19.38	0.76
13.41	0.96
14.94	1.58
14.89	0
17.58	0
11.29	1.16
12.32	0
14.67	0
16.58	0
15.71	0
12.80	0.82
13.53	0.08
15.62	0
12.23	0.34
14.32	0
10.78	6.02
13.40	7.16
12.51	8.28
14.03	0
15.74	0
16.43	0.14
20.02	0
20.32	0
19.46	0
16.24	0
16.78	1.26
13.37	0.1
13.79	0.22
19.07	0.94
17.22	1.92
10.42	2.12
13.59	0.26
15.67	0.1
13.55	0.08
12.19	0
11.67	0.32
10.05	0
10.83	0
10.69	0.02
9.74	4.34
10.67	2.54
10.43	0.64
10.40	0.08
12.16	0
12.21	0
11.59	0
13.45	0
12.82	6.12
11.35	0.98
11.45	0.16
12.10	0.02
11.27	11.02
16.55	0.18
12.95	1.58
12.95	1.56
13.38	18.76
14.05	0.14
14.05	2
16.97	0
16.38	2.76
14.34	2.12
13.35	2.68
13.61	0.2
13.48	6.78
15.59	0.3
11.02	1.32
13.93	0.08
8.51	1.76
9.34	0.34
10.15	9.74
14.28	2.26
14.13	0
11.41	0
16.80	3.3
14.11	0.22
10.00	0.04
11.04	0
16.09	0
14.47	0
15.81	0
15.93	2.82
12.77	1.48
9.04	0.46
9.82	0
11.87	0
15.41	5.66
15.64	0.36
13.33	0.04
9.59	1.26
7.47	1.3
8.71	0.18
12.48	0
12.47	0.16
11.46	1
12.00	0.02
15.24	0.6
14.26	0.46
6.36	0.38
11.95	0.24
9.53	2.82
12.45	0
7.23	0.44
9.51	3.58
12.74	0.74
10.15	1.58
11.08	0
10.96	0
8.20	0
9.57	0
10.62	0
12.04	4.7
10.11	0.72
6.88	0.36
11.88	24.88
7.83	42.72
6.99	5.44
8.63	0.1
5.98	0
7.79	0
11.55	0
8.89	0.18
10.08	0
9.99	2.14
8.78	0.34
7.64	1.5
6.59	0.72
3.71	4.2
5.55	23.28
9.07	0.24
9.66	3.36
12.02	2.18
12.78	2.64
9.80	8.38
11.28	5.82
9.48	0.1
8.22	1.74
6.03	6.44
8.86	1.66
9.48	0.32
5.24	0.1
6.32	0.56
6.39	8.22
6.51	0
5.23	0.36
7.23	5.58
8.20	4.42
5.70	4.06
5.38	0.12
7.32	0.38
5.04	4.04
2.06	5.84
0.60	0.18
-1.19	0
-0.31	0.14
2.70	0
3.14	0.12
0.48	0.14
3.00	2.74
0.55	19.54
1.32	24.5
2.51	23.96
2.24	8.64
0.25	7.38
0.40	0.62
0.94	1
3.51	8.14
5.34	19.56
5.23	16.44
4.46	4.38
3.61	8.44
3.41	0.3
-0.52	0.12
0.52	0.5
4.07	0.68
8.35	0
10.46	0.7
3.21	0.14
4.06	0.18
7.00	0
8.27	6.06
1.41	2.5
-0.77	1.42
-0.57	1.44
2.11	0
3.64	0.54
2.99	1.34
4.50	2.26
6.23	0
4.53	1.48
2.23	0.28
2.42	0.8
-1.94	1.3
-3.25	0.46
-4.20	0.34
-3.49	3.94
0.43	1.72
1.71	0.68
3.38	1.62
2.25	0.04
-0.21	0.58
-0.74	4.36
1.27	1.8
2.00	2.3
-0.21	0.04
0.23	0.24
6.19	1.24
3.73	0.08
5.59	0.46
6.48	4.7
3.37	0.06
1.89	0.66
4.63	0.08
0.49	0.24
5.64	0.5
6.89	1.92
2.94	2.02
4.12	0
3.08	0
4.32	0
6.07	0
2.99	0.08
1.96	0
1.91	0.96
3.09	0.56
2.92	0
-0.33	0.08
-0.23	0
-2.23	0
-2.64	0
0.00	0
4.74	0
3.90	0
5.55	0
8.83	1.9
2.64	2.24
-0.11	0.42
0.51	0
0.86	0.08
4.04	0.04
3.82	1.08
4.93	3.94
4.49	0.04
3.16	3.78
4.15	0.78
0.22	7.96
2.01	2.48
2.75	1.58
3.12	2.72
0.24	0.4
1.84	4.2
4.38	0.76
1.90	0.56
2.23	1.22
3.08	5.54
-1.52	12.12
-1.21	5.18
-4.84	3.8
-3.12	2.76
-2.25	1.86
-0.61	0.86
0.15	0.32
-0.10	3.14
4.44	0.5
2.03	9.58
